Track,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track
Love Scars,Trippie Redd,5/14/2017,QMEU31704830,2103,31.4,402970867,78206,11962192,5,101938749,1029804,36416884,249602373,51,10,745513,1
Die Hard,Kendrick Lamar,5/13/2022,USUM72208965,2107,31.4,318340376,83638,10749840,71,43714392,491664,1738489,11351079,36,57147,1032548,1
Ascend,Dezko,6/9/2023,QM7282324662,2114,31.3,76305266,31142,26310863,66,59140995,748335,9494127,159434907,8,12078,1327579,0
Wind Up Missin You,Tucker Wetmore,3/29/2024,QM24S2401097,2116,31.3,58496778,5573,30858408,74,6718753,63141,1252899,50112477,22,2759,233617,1
No Limit,G-Eazy,9/7/2017,USRC11702117,2118,31.3,660710453,90212,20770256,62,814200168,5248262,9086422,50335494,122,2881,5468546,1
Paro,Nej,5/21/2021,FR96X2142743,2112,31.3,120054361,36872,4548963,56,468441213,5119403,91708546,1160667367,6,19109,2275813,1
Hope,NF,2/16/2023,USUM72300445,2111,31.3,164875589,40366,16074335,64,124609202,2299632,25274887,261238878,10,577,557175,0
On My Way,Alan Walker,3/21/2019,NOG841901010,2119,31.3,670068696,75834,16363220,67,665558958,11599426,61987054,713445624,57,23803,4910579,1
You Need To Calm Down,Taylor Swift,6/14/2019,USUG11901470,2113,31.3,935098853,63937,44356528,75,437794062,5982989,38779190,255624404,159,70122,2751022,0
Dancin In The C,Tyler Hubbard,8/19/2022,USUM72206481,2129,31.2,142607318,17721,11539344,67,13270587,89854,2675513,40035442,28,301252,596894,0
Starting Over,Chris Stapleton,8/27/2020,USUM72013812,2134,31.2,320586187,52739,9354750,71,174357045,850627,5682477,50043423,50,105621,1663359,0
295,Sidhu Moose Wala,5/15/2021,INU252102408,2130,31.2,267897492,21677,5861599,68,677472355,11160045,7799090,98802368,8,52,335298,0
Soweto,Victony,5/6/2022,QZAKB2164097,2123,31.2,133353888,40696,2870988,69,152140804,845642,52119320,614798320,43,16437,3191942,1
Enjoy,Jux,7/14/2023,ZA56E2303708,2127,31.2,7403756,2938,535879,19,13523535,99905,20258246,519353900,7,2810,963170,0
Poland,Lil Yachty,10/4/2022,USUG12207318,2131,31.2,142817891,52177,9387393,58,9564773,374693,9529259,134444259,30,155,194400,1
Bertaraf,Canbay & Wolker,9/29/2023,QZTPX2361588,2124,31.2,71190581,7887,3440542,70,127886162,447006,607922,16097834,5,2245,412007,0
U My Everything,Sexyy Red,5/24/2024,QZS7J2409861,2133,31.2,13671209,1332,35500278,71,3143016,58858,88700,400300,42,1687,130550,1
Devil Eyes,Hippie Sabotage,2/5/2016,US7SR1600006,2121,31.2,769295129,195653,20289921,71,706646464,7579662,279290956,3016090659,10,1035,8579839,0
Im Yours,Jason Mraz,1/1/2008,USEE10800667,2136,31.1,1878098512,241725,103480270,72,359866287,1614148,21898820,175364993,230,1643,12571538,0
Going Going Gone,Luke Combs,6/24/2022,US6XF2100240,2139,31.1,192633758,25097,5307004,72,43607584,203727,7739782,45564333,12,199434,420418,0
Baarish Ki Jaaye,B Praak,3/27/2021,INUM72100017,2142,31.1,53064181,6163,1029980,53,700321521,7293139,10595202,144528086,1,40,216531,0
La People,Peso Pluma,6/22/2023,QM7282306250,2143,31.1,261311116,21917,17543809,75,73174350,286276,927518,10791305,4,20,220819,1
React,Switch Disco,1/13/2023,GBARL2202525,2138,31.1,137897920,26625,54204917,69,61438933,366832,1462045,33714095,73,122035,1621052,0
Ocean,KAROL G,5/3/2019,USUM71904901,2149,31.0,312111545,30520,12759646,66,722096242,5368740,51993051,661920679,32,5415,1139084,0
Wrecked,Imagine Dragons,7/2/2021,USUM72110166,2153,31.0,309587427,57487,5571645,64,199356851,1545728,4225615,34312597,38,114484,3334562,0
Brown Munde,AP Dhillon,9/18/2020,TCAFC2063050,2148,31.0,267617808,37741,5454166,64,756395439,7889556,15409897,182472232,20,1757,557124,0
Pov,Ariana Grande,10/30/2020,USUM72020441,2147,31.0,541397856,62958,23901981,66,195125143,1921318,161743407,1082235761,47,134263,1320353,0
Dancing On My Own,Calum Scott,3/11/2016,UK6KW1500205,2154,31.0,1232373956,134807,70718949,74,823692209,4889435,5421535,58183913,101,19205,5361735,0
Stay With Me,Sam Smith,11/20/2011,GBUM71308833,2152,31.0,2086460781,167759,96423336,77,212889507,1603354,40678590,264665397,259,17500,12655149,0
Fulanito,Becky G,6/3/2021,USRC12100954,2151,31.0,254118106,38980,11054219,58,404064054,2732944,333664664,2737871422,70,21512,821982,0
Business,DYSTINCT,6/1/2023,NL2BN2300047,2160,30.9,74769930,34206,3353721,60,72559154,484307,1761449,36415193,12,9500,1152489,0
Maniac,Stray Kids,3/18/2022,US5TA2200027,2163,30.9,293724552,27089,8506820,68,343273995,6840494,180065845,866409009,7,2041,591662,0
Mona Lisa Spiderman Across The Spiderverse Deluxe Edition,Dominic Fike,6/2/2023,USQX92303644,2159,30.9,148686610,37054,15004163,63,445811,5554,4875010,61668626,55,50791,740382,0
Adi,Maria Becerra,12/8/2022,USAT22221820,2157,30.9,172082938,15951,6701830,66,215719591,857582,55172498,874751736,3,11867,308507,1
Something About You,Eyedress,6/3/2021,GBMYF2000174,2162,30.9,438511316,96233,22697396,77,27188286,573905,73826869,434155492,4,422,1611142,0
After Like,IVE,8/22/2022,QMBZ92254957,2169,30.8,365203093,28691,12128682,69,281724902,2937674,4713841,49211096,25,5378,613332,0
Idontwannabeyouanymore,Billie Eilish,7/21/2017,USUM71707712,2166,30.8,1091185920,114997,28172038,72,522422864,5993528,57964177,372214292,37,1112,2223597,0
Debo Entender,Santa Fe Klan,12/12/2019,USL4Q1967883,2168,30.8,335856859,27383,5458230,66,917170916,6108835,19227598,332846214,8,286,973063,0
Darkside,Alan Walker,7/27/2018,NOG841806010,2173,30.8,596469106,81058,16282307,67,919443352,9060446,14285955,127865814,32,19066,2538154,0
Call Me Every Day,Chris Brown,6/17/2022,USRC12201904,2174,30.8,125056212,43939,9282167,61,123551829,1191440,5963103,58980168,53,80954,1524739,0
Worlds Smallest Violin,AJR,1/1/2021,QMRSZ2003324,2165,30.8,343227483,71196,5509068,63,239480315,4107386,652146812,6292383402,9,38402,2936528,1
Thot Shit,Megan Thee Stallion,6/11/2021,QMCE32100339,2176,30.8,319372639,63421,26904800,60,166781349,2497154,542884940,3757736116,91,81209,1499357,1
Money Trees,Kendrick Lamar,1/1/2012,USUM71210785,2167,30.8,1476217041,352198,59811242,75,385175377,3054056,197659809,1484578640,117,188,6010383,1
Si La Calle Llama Remix,Eladio Carrion,3/17/2023,QM4TX2344392,2175,30.8,190420514,39949,11667012,65,109102453,801125,30338931,272952215,20,692,315999,1
Waffle House,Jonas Brothers,4/7/2023,USUG12301227,2170,30.8,139105802,16162,24753071,63,18520292,175833,12006571,147611576,66,170601,573574,0
Got Me Started,Troye Sivan,9/20/2023,AUUM72300183,2180,30.7,125169958,19673,11567850,5,22661967,332818,8601376,136718693,60,43542,982286,1
Low,SZA,12/9/2022,USRC12204586,2178,30.7,452881574,59064,17662712,73,30642267,285150,53009405,449104323,22,439,884773,1
Night Changes,One Direction,11/17/2014,GBHMU1400165,2179,30.7,1548151634,154325,92409509,83,948760574,9009457,207100684,1820024186,66,9645,5939223,0
De Los Besos Que Te Di,Christian Nodal,4/15/2019,MXUM71900299,2182,30.7,518477840,40921,13324377,71,970377956,2794007,7645273,135032701,39,9614,1164732,0
Dna,Kendrick Lamar,4/14/2017,USUM71703079,2184,30.7,1157112366,185660,44429618,75,356343325,3573193,11663427,97997064,191,340,2244068,1
Or Nah Remix,Ty Dolla $ign,6/10/2014,USAT21401391,2197,30.6,949312501,152498,28278237,74,858285365,5419110,11730568,70600246,30,482,2633407,1
Bizcochito,ROSALï¿½,3/4/2022,USSM12109223,2192,30.6,222910969,42182,10406462,61,69332188,971738,1019396452,11257489400,34,10985,1284746,1
Love Me Like You Do From Fifty Shades Of Grey,Ellie Goulding,2/1/2015,GBUM71406823,2193,30.6,1532983094,116546,49188494,70,48109240,469999,63198736,732908886,216,206669,19968269,0
Still Dont Know My Name,Labrinth,10/4/2019,USQX91902507,2185,30.6,666107710,127503,40134293,71,234005957,3231466,544725899,5185694852,71,1195,4161911,0
Sittin On Top Of The World,Burna Boy,6/1/2023,USAT22305462,2196,30.6,44751795,23415,3622192,55,21737557,277948,8807279,114732862,44,113508,343757,1
Si Fuera F,Grupo Marca Registrada,5/27/2022,USDXS2201491,2195,30.6,285183501,28319,13770276,65,322857747,1566688,10855957,125822489,6,29,411987,0
Broke In A Minute,Tory Lanez,2/7/2020,USUM72002126,2186,30.6,407015049,116527,22947586,70,44157454,665741,9087023,59673227,30,1450,712141,1
In Case You Didnt Know,Brett Young,1/1/2016,QM3E21606006,2198,30.6,560774282,62305,14198815,68,861165099,4288539,18838824,216533242,38,80904,3920740,0
Arcngel Bzrp Music Sessions Vol,Bizarrap,3/22/2023,UYB282301033,2191,30.6,146680564,28883,9546255,62,154916805,3043720,136267,1816865,8,8273,199628,0
Tu No Vive Asi,Arcï¿½ï¿½,9/30/2016,TCACS1630643,2199,30.5,462055272,54302,17847539,71,1546120738,7974135,75766885,648582782,11,566,1569987,1
Hvn On Earth With Kodak Black,Lil Tecca,8/18/2023,USUM72311878,2201,30.5,114669893,39763,21760033,60,7212572,84826,3459451,25286791,2,2043,250753,1
It Aint Me With Selena Gomez,Kygo,2/16/2017,SEBGA1700015,2205,30.5,1430439855,150179,55438878,71,308045364,2768168,12505319,81779367,210,91638,13603866,0
Baarish Ban Jaana,Payal Dev,6/3/2021,INUM72100032,2202,30.5,70622319,4554,1202197,57,764803929,5521315,4395,27723,3,35,162219,0
I Cant Stop Me,TWICE,10/26/2020,US5TA2000134,2200,30.5,384886220,32051,9361355,65,681682229,7966863,94368004,666762692,31,2821,643653,0
Take What You Want,Post Malone,9/6/2019,USUM71915731,2203,30.5,622690472,108263,18637177,69,261237045,2753871,1874937,17207972,36,11662,2184126,0
Filhaal2 Mohabbat,B Praak,7/6/2021,INUM72100040,2206,30.5,72348363,6300,1979759,57,717290683,6865430,5507080,90316836,5,247,209262,0
Vivir Mi Vida,Marc Anthony,7/23/2013,USSD11300112,2210,30.4,618671056,78822,28465181,71,1398550208,4470299,24693560,302300755,112,119,4858889,0
Love Not War The Tampa Beat,Jason Derulo,11/19/2020,GBARL2001440,2212,30.4,286179073,51888,9569404,59,239078390,1790062,46773428,444068106,99,274839,4522347,0
Lose Yourself From 8 Mile Soundtrack,Eminem,10/29/2002,USIR10211559,2222,30.4,2194935773,345119,97808878,75,1360758976,9892246,1476678,20114190,252,166938,10419522,1
Willow,Taylor Swift,12/10/2020,USUG12004699,2217,30.4,844790027,67136,50350718,72,189534686,2729881,20896955,212587391,167,150385,1987676,0
Out Out,Joel Corry,8/13/2021,UK4ZF2100518,2218,30.4,509445605,105947,68408965,68,21324881,168696,849518,16050371,124,105328,3151561,0
C,Rauw Alejandro,6/25/2021,USSD12100296,2215,30.4,596905923,83179,20128974,76,132634826,1011336,177757652,1408309850,72,17091,1086469,1
Turn On The Lights Again,Fred again..,1/17/2022,GBAHS2201001,2214,30.4,190872805,102679,49713000,61,4804721,64070,35100872,435794732,44,18922,1617989,0
Illegal Weapon,Garry Sandhu,9/25/2017,FRX201706358,2224,30.3,67999897,12496,2290221,57,665109271,3531340,41338088,594821828,12,744,335509,0
Starships,Nicki Minaj,1/1/2012,USCM51200060,2225,30.3,1125407888,189848,71457898,73,565850053,3904912,37119709,275858975,149,115729,10373004,1
Calidad,Grupo Firme,7/12/2022,QZDQH2257609,2238,30.3,308915484,18763,9876263,54,272892088,834521,21899443,364940104,6,6556,972534,0
Send My Love To Your New Lover,Adele,11/20/2015,GBBKS1500215,2234,30.3,1064599051,89443,24441546,66,997993764,6246988,38824727,261382201,116,19122,8268701,0
No Hay Nadie M,Sebastian Yatra,1/26/2018,USUM71713890,2239,30.3,546219103,43372,12705005,69,1289314157,6163163,25654892,222363120,21,13300,24199,0
Rather Be,Clean Bandit,1/1/2013,GBAHS1300498,2236,30.3,1327093253,188363,58299660,70,875568512,5009883,146302323,1196196511,250,121439,25620314,0
Into Your Arms,Witt Lowry,6/8/2018,USAT21802013,2232,30.3,390529605,68181,10506568,67,388438653,6747169,1314071004,15189209474,17,8016,9200822,1
Ramenez La Coupe La Ma,Vegedream,7/17/2018,UKGD81800015,2233,30.3,482859077,154354,9307449,62,550746505,4627573,224089888,3084440795,58,4483,4684186,0
Brooklynbloodpop,SyKo,7/27/2020,QZK6Q2049800,2230,30.3,289085486,76485,8876090,62,247178404,3983154,289578955,2184568318,4,10,4423775,1
Mdchen Auf Dem P,Luca-Dante Spadafora,5/12/2023,CH7812350872,2226,30.3,119141939,46323,14389973,67,23993631,167659,89658,1318558,21,2297,409234,0
Cuando Te Bes,Becky G,8/2/2018,USSD11800274,2240,30.3,588021470,51865,15227639,63,1114556086,5855578,6274016,58539891,20,7464,1621041,0
Clout,Offset,2/22/2019,USUG11802308,2231,30.3,306221125,61432,15468892,58,635706453,4888312,15711039,90607937,50,15637,2066390,1
One Last Time,Ariana Grande,8/21/2014,USUM71409723,2243,30.2,1465918510,110953,65876311,77,1101895606,9106812,39669684,285511671,102,83891,5273745,0
Malas Decisiones,Kenia OS,10/27/2022,MXF012200331,2246,30.2,249199925,15573,11736236,68,141829637,1346158,310175951,3326289021,21,7079,576456,0
Dos Mil 16,Bad Bunny,5/6/2022,QM6MZ2214889,2249,30.2,426904285,50219,17690466,71,198252709,1323047,89404506,679567159,15,355,629164,0
Termina Comigo Antes,Gusttavo Lima,3/31/2022,BXBAL2200001,2241,30.2,194919563,12885,13054030,63,459414543,1879854,4714394,61427214,19,9315,134484,0
Baarish,Payal Dev,8/11/2020,INUM72000050,2244,30.2,12208412,1424,362321,41,135529803,1794516,17311643,278475456,1,5,37064,0
Zitti E Buoni,Mï¿½ï¿½ne,3/3/2021,ITB002100112,2242,30.2,475549122,94637,9975524,69,259762159,2895468,75858814,628509922,62,17041,2395559,1
Motorsport,Migos,10/27/2017,USUM71712002,2262,30.1,590983645,89159,24300466,62,744579257,4504144,63415889,417482479,109,19462,3894893,1
Bad At Love,Halsey,6/2/2017,USUM71702220,2265,30.1,635393773,56371,12074505,59,575220523,4408507,11620804,84632348,60,135173,4213886,0
The Adults Are Talking,The Strokes,4/10/2020,USRC11902726,2264,30.1,457933102,152115,30405327,76,161335622,1716915,88889806,521061584,29,24933,1670342,0
Hips Dont Lie,Shakira,1/1/2005,USSM10600677,2257,30.1,1631152967,261693,142426948,80,1663636127,9345192,306451930,2939466349,261,163862,6770784,0
Overdose,natori,9/7/2022,JPU902203154,2259,30.1,191425175,26630,3407532,62,271219300,2855968,53658710,662260750,21,244,367613,0
Tak Segampang Itu,Anggi Marito,12/2/2022,IDUM72200281,2253,30.1,415357981,14918,7489575,74,201860884,912928,88921840,1171868533,8,4463,127265,0
Emotionally Scarred,Lil Baby,2/28/2020,USUG12000034,2261,30.1,289652584,93481,10151445,63,310518713,1797173,6143414,40742074,35,82296,2007348,1
When It Rains It Pours,Luke Combs,6/2/2017,QZ4751600015,2258,30.1,807802864,93613,23160480,78,576510087,2093903,5193789,42065642,55,118955,1719362,0
If I Didnt Love You,Jason Aldean,7/23/2021,QMRSZ2101546,2268,30.0,143447350,22233,3205615,60,95029099,693003,1558730,15893357,2,295116,991870,0
No Me Quiero Casar,Bad Bunny,10/13/2023,QMFME2364196,2269,30.0,144801283,20979,16117371,73,33000813,284943,750523,7437994,18,8135,538315,1
Unhealthy,Anne-Marie,5/18/2023,GBAHS2300345,2274,30.0,107435709,18457,6727123,60,18349123,218523,5194441,79827003,52,133743,1025913,0
Atorrante Con Los Palmeras,Emanero,7/5/2023,ARP7V2300023,2280,30.0,65617109,7487,3295468,61,189591521,578345,711415,33073512,1,4559,101460,0
Roses,The Chainsmokers,6/16/2015,USQX91500801,2270,30.0,1046848265,137023,33124854,68,585020723,3442407,55726548,405625969,129,30641,9203307,0
Close Friends Lil Baby Gunna,Lil Baby,10/4/2018,USUG11801853,2267,30.0,428009373,99524,11666867,65,503301861,3383825,7172209,46571795,27,47467,2437123,1
Beb,Camilo,11/25/2020,USSD12000562,2277,30.0,401104048,42742,14190262,66,458776041,3332448,85197306,718042201,82,26472,1090144,0
Propuesta Indecente,Romeo Santos,1/1/2013,USSD11300197,2266,30.0,751508028,76654,28891369,74,2243582425,6525279,23003530,240862996,46,15365,4633986,0
Atmosphere,FISHER,8/11/2023,QZA742318982,2278,30.0,105178211,40300,55773870,70,329644,6449,770581,11685263,33,4543,582149,0
Kill Em With Kindness,Selena Gomez,10/9/2015,USUM71513588,2290,29.9,550049388,48598,14497820,56,592341655,4553103,61193582,489745782,53,14501,2766042,0
Good Love,Hannah Laing,5/12/2023,GBUM72304092,2296,29.9,100186243,26116,36440018,70,20691770,124812,1602940,28216441,41,20568,505083,0
Ella Quiere Beber Remix,Anuel AA,11/2/2018,QM6P41842818,2299,29.9,778846570,66150,25410849,70,785898158,2771037,1838702,18692923,37,19681,1494647,0
Baby Lil Baby Feat Dababy,Quality Control,7/17/2019,USUG11900748,2294,29.9,522143496,111477,16214693,68,212806984,1853709,10916015,125604010,41,197,1797781,1
Hotel,Montell Fish,9/16/2022,QZVBE2200009,2291,29.9,296674882,56660,27811906,74,38522238,508119,58661300,366838888,16,1045,924914,0
Mas Altas Que Bajadas,Natanael Cano,6/30/2023,USWL12301031,2288,29.9,157476564,15069,7363178,71,140916381,774193,8423736,52545729,11,2,213453,1
Somewhere Only We Know,Gustixa,9/5/2022,QZNWV2251985,2286,29.9,53532212,9646,1321681,43,98671018,1371770,122253971,1659044866,1,110,1190146,0
X1,MC Cabelinho,12/20/2021,QZTVM2103308,2285,29.9,185050407,30221,5514940,62,389574452,2043151,23727816,249329094,10,62,198749,1
Burn,Ellie Goulding,1/1/2012,GBUM71303482,2306,29.8,784334383,104998,30818474,68,1776560692,7559025,17751306,112921980,86,119409,12172997,0
By Your Side,Rod Wave,11/22/2021,USQX92105590,2303,29.8,164804108,40909,4353138,60,111437165,932922,7795076,50358850,20,27123,569269,1
No Te Contaron Mal,Christian Nodal,9/7/2018,MXUM71801874,2312,29.8,492542256,37141,12874966,68,1091852566,3311784,2240493,34264578,27,6829,1316575,0
When We Were Young,Adele,11/20/2015,GBBKS1500217,2305,29.8,1284096603,117365,41710598,71,1021758621,6306795,51633844,348333229,133,6508,5077728,0
Aint Tha,Morgan Wallen,3/3/2023,USUG12300807,2302,29.8,210072827,30503,5318773,74,35281929,221683,6277486,92174906,8,2055,172414,1
Do It Again,NLE Choppa,10/7/2022,USWB12205833,2313,29.8,155142115,65297,6721980,60,54256746,737762,121730150,1073599652,8,1558,1008825,1
Loading,Central Cee,10/22/2020,ZZOPM2003512,2311,29.8,356681497,137745,8267546,65,204509339,2198210,21340597,200676951,26,7138,1028060,1
Tek Tek,DYSTINCT,5/11/2023,NL2BN2300036,2326,29.7,69208147,30635,5622603,59,79305809,522795,11380386,226312722,28,12198,1184458,0
Dos Besitos,La Joaqui,10/27/2022,ARACN2200010,2320,29.7,100335960,18928,3742291,56,163408340,634796,214890689,2147808820,1,2867,160060,0
Deep Down,Alok,6/17/2022,DEE862200810,2318,29.7,335203899,61133,99451251,76,22524199,241700,17617670,262461997,92,120261,1795229,0
No Me Conoce Remix,Jhay Cortez,5/17/2019,USUM71908293,2322,29.7,1367265268,135811,46929639,75,174911891,749591,12539244,109739416,118,23126,2785821,0
Safe And Sound,Capital Cities,1/1/2012,USCA21203108,2317,29.7,1286089822,256512,74267670,78,291434533,3222924,94442871,774957680,118,160290,21359402,0
Teeth,5 Seconds of Summer,8/21/2019,USUG11902528,2315,29.7,683247723,103554,18582680,71,322965834,5220826,60889240,561046941,62,27799,3637003,0
I Took A Pill In Ibiza,Mike Posner,6/22/2015,USUM71503636,2316,29.7,83366020,17799,3474319,49,2000837797,11310696,6349028,29251104,18,6558,560533,1
Run Free,Deep Chills,8/18/2017,NLYK91700007,2334,29.6,86943003,17950,3630498,55,10003352,110419,356589615,5311932536,2,109,1866241,0
In The Dark,Purple Disco Machine,1/21/2022,AUDCB1701963,2330,29.6,177722624,34102,6137203,59,61447086,348517,1055159,20533718,62,276734,5644172,0
Felina,WIU,9/22/2022,BXW922200018,2331,29.6,227079649,35385,8942936,63,199523728,1291904,27867511,299633568,18,26,252351,0
Se Le Ve,Dï¿½ï¿½melo ,8/12/2021,QM9WM2100063,2332,29.6,240138585,43572,11285970,56,200632603,1367067,267131680,3307238247,34,7909,601506,1
Corao,WIU,11/29/2022,BXW922200010,2333,29.6,239669425,30426,7338920,63,181495900,1178870,26184927,378296874,12,3265,235905,1
Let It Go,James Bay,1/1/2014,USUM71405265,2338,29.5,1197774081,128593,56315096,65,580076338,3685849,14356531,112554627,220,43670,9218458,0
Where It Ends,Bailey Zimmerman,8/19/2022,USWB12202445,2343,29.5,178441881,28857,7439902,75,24354425,188213,17306191,161742703,19,123672,456834,0
Desenrola Bate Joga De Ladin,L7NNON,4/8/2022,BR5TG2200015,2340,29.5,86262202,17907,7303868,53,17014183,149189,208928001,2990547999,10,330,316099,0
City Boys,Burna Boy,2/23/2022,USAT22307528,2342,29.5,152289860,58113,19505579,69,79913960,578895,37260289,546510983,79,32815,1398310,1
Wellerman Sea Shanty,Nathan Evans,1/21/2021,GBUM72100297,2336,29.5,405754991,103694,5805294,66,93190559,1333319,28646084,166376605,14,31997,4316684,0
Every Summertime,NIKI,8/10/2021,USUM72114018,2346,29.5,383171089,60923,13164145,70,88319558,994946,271687291,2493175114,26,27116,979445,0
Walk It Talk It,Migos,1/26/2018,USUM71800983,2337,29.5,778459270,150813,29317904,67,311818843,2881524,114633196,873289436,80,23868,3559532,1
